100.0001	574.1
125.0001	371.6
150.0001	256.3
200.0001	137.7
250.0001	82.34
300.0001	52.97
350.0001	35.88
400.0001	25.32
450.0001	18.4
500.0001	13.73
550.0001	10.45
600.0001	8.074
650.0001	6.34
700.0001	5.034
750.0001	4.054
800.0001	3.285
850.0001	2.688
900.0001	2.215
950.0001	1.836
1000.0001	1.532
1050.0001	1.287
1100.0001	1.085
1150.0001	0.9203
1200.0001	0.7847
1250.0001	0.6692
1300.0001	0.5746
1350.0001	0.4933
1400.0001	0.4262
1450.0001	0.3682
1500.0001	0.3196
1550.0001	0.278
1600.0001	0.242
1650.0001	0.2111
1700.0001	0.1849
1750.0001	0.162
1800.0001	0.1424
1850.0001	0.1252
1900.0001	0.1105
1950.0001	0.09726
2000.0001	0.08599
