160	12.1721
180	4.6731
200	4.40866
220	4.54377
240	3.18749
260	1.85502
280	1.50264
300	2.57853
320	1.03296
340	1.74768
360	1.2211
380	0.881211
400	1.0785
420	0.666028
440	0.634935
460	0.919469
480	0.823179
500	0.94583
520	1.05695
540	0.448508
560	0.572984
580	0.495037
600	0.576455
620	0.469031
640	0.328065
660	0.371595
680	0.875968
700	0.312103
720	0.250739
740	0.227279
760	0.267259
780	0.345488
800	0.238371
820	0.245499
840	0.225604
860	0.221218
880	0.256358
900	0.186336
920	0.31963
940	0.229732
960	0.21748
980	0.177634
1000	0.160178
1020	0.103709
1040	0.169481
1060	0.160329
1080	0.165718
1100	0.184992
1120	0.0927818
1140	0.170142
1160	0.143646
1180	0.0655275
1200	0.0673877
1220	0.132493
1240	0.0960079
1260	0.0640967
1280	0.0531631
1300	0.0585795
1320	0.0845491
1340	0.0972009
1360	0.131154
1380	0.0648784
1400	0.0584196
1420	0.110049
1440	0.0914144
1460	0.089247
1480	0.0740512
1500	0.0608517
1520	0.0456001
1540	0.0558228
1560	0.126352
1580	0.16843
1600	0.16113
1620	0.125392
1640	0.084641
1660	0.063883
1680	0.0730525
1700	0.0925766
1720	0.0766143
1740	0.0391202
1760	0.037138
1780	0.0381393
1800	0.0423427
1820	0.0311747
1840	0.0342049
1860	0.0454457
1880	0.0446629
1900	0.047216
1920	0.0407041
1940	0.0460906
1960	0.0514877
1980	0.0432132
2000	0.0364307
2020	0.0389222
2040	0.043068
2060	0.0422186
2080	0.053468
2100	0.0624112
2120	0.0521904
2140	0.0341611
2160	0.0330012
2180	0.0460058
2200	0.0656538
2220	0.0709527
2240	0.0743291
2260	0.0894111
2280	0.0739341
2300	0.0671439
2320	0.078945
2340	0.0693895
2360	0.0541742
2380	0.0443205
2400	0.0313397
2420	0.0308505
2440	0.030464
2460	0.0302199
2480	0.0301063
2500	0.0300815
2520	0.0300812
2540	0.0300812
2560	0.0300812
2580	0.0300812
2600	0.0300812
2620	0.0300812
2640	0.0300812
2660	0.0300812
2680	0.0300812
2700	0.0300803
2720	0.0300721
2740	0.0300543
2760	0.0300401
2780	0.0300364
2800	0.0300363
2820	0.0300363
2840	0.0300363
2860	0.0300363
2880	0.0300363
2900	0.0300363
2920	0.0300358
2940	0.0300326
2960	0.0300031
2980	0.0299097
3000	0.0297602
